case_id,summary
21301,"After a romantic partner reported that the suspect had taken a gun and threatened suicide, the suspect discharged a firearm in a home garage, then armed with a pistol emerged shouting threats at responding deputies and hostile statements toward a detective. Deputies blocked the surrounding roadway and drew weapons; the suspect attempted suicide by shooting at their own head, causing the gun to misfire, then racked the slide to make it operable again. After being struck by a non-lethal beanbag round, the suspect ran back for the gun and was shot and apprehended by an officer using a rifle. The suspect, who was under a legal disability barring firearm possession, was convicted of having weapons while under disability and inducing panic due to the public roadway disruption caused by the standoff."
43568,"Following a prior altercation and a court-ordered no-contact provision, the suspect repeatedly drove by and lingered near the victims' home, prompting 911 calls, and later fired gunshots near their property. When deputies located the suspect in a parked truck, the suspect pointed a revolver at an officer's face after being addressed, only lowering it after repeated commands, then physically resisted arrest, and was found with alcohol in the vehicle."
39746,"After an argument with their adult daughter, the suspect drove a pickup truck into her, then fled when police arrived and led officers on a high-speed chase while brandishing a shotgun and rifle out the window. During the pursuit the suspect fired the shotgun toward officers who had deployed tire-deflation devices, was struck by return gunfire, and then crashed into two parked police cruisers, seriously injuring an officer inside one vehicle. Methamphetamine was also found in the suspect's truck after the crash."
51059,"The suspect, a self-styled inventor of medical treatments, defrauded a business associate out of hundreds of thousands of dollars through falsified financial documents and impersonation. When the victim threatened to report this fraud to authorities while the suspect was negotiating a lucrative corporate merger based on fabricated scientific credentials, the suspect paid hush money and then arranged a murder-for-hire, hiring intermediaries who hired a hitman who abducted and killed the victim. Days later the merger closed, securing the suspect substantial company shares; the scheme was uncovered years later upon the suspect's arrest and eventual conviction for murder-for-hire and related conspiracy charges.
"
45034,"Police responded to a domestic disturbance call reporting that a person involved had access to a firearm and a history of mental illness. Officers located the suspect at the residence, and the suspect's parents led an officer to the suspect's bedroom, where a rifle and two boxes of ammunition were found. The suspect acknowledged owning the rifle, which had been purchased previously, though it was not in physical possession at the time. The suspect was under a disability related to prior mental health commitment or adjudication that legally prohibited firearm possession."
23025,"After drinking at bars, the suspect drove a truck the wrong way on an interstate around 2:00 a.m. and collided head-on with another vehicle, killing one passenger and seriously injuring another. A blood sample taken pursuant to warrant showed a blood alcohol concentration of 0.191. The suspect argued the sample was unreliable due to a manufacturer recall of defective test tubes, but evidence showed the tube used contained proper anticoagulant powder."
20241,"The suspect stabbed a roommate to death, inflicting twelve wounds to the face, head, and neck, then left the body wrapped in a knotted sheet in a nearby alley. The suspect left town for the weekend, missing scheduled work shifts, and gave police false and inconsistent accounts of their whereabouts that were contradicted by bus schedules, work records, and banking transactions. Investigators found extensive blood stains in the shared apartment and the suspect's DNA on the sheet wrapping the victim's body."
47397,"The suspect was indicted for family violence aggravated battery after fracturing the victim's ankle, family violence aggravated assault, hindering an emergency telephone call, and criminal damage to property for breaking the victim's iPhone during an altercation. The suspect pleaded guilty only to the criminal damage to property charge, while the other charges were dismissed as part of a negotiated plea agreement. The victim testified about the broken iPhone and the medical expenses incurred from the fractured ankle."
42748,"The suspect's spouse died from a single gunshot wound to the neck at their shared residence after the suspect delayed hours before contacting authorities, initially telling family members the spouse had shot themself. When law enforcement arrived, the suspect gave inconsistent accounts, eventually admitting to holding the gun with a finger on the trigger while the spouse reached for it, and prior emails documented a history of physical abuse between them."
5200,"Police executing a narcotics search warrant at an apartment found the suspect hiding in a locked bedroom, handcuffed the occupants, and separately questioned the suspect after searching. When asked what officers would find that shouldn't be there, the suspect said ""a gun,"" indicating it was in the room though the suspect claimed not to know its exact location. Officers subsequently found a handgun hidden under a mattress amid crates in the bedroom, along with numerous rounds of ammunition, some matching the weapon's caliber, and mail bearing the suspect's alias at that address.  The suspect had prior convictions for drug and firearm offenses."
44350,"A civil protection order required the suspect to stay 500 feet from the victim and leave any area where they inadvertently encountered each other. The suspect parked near the victim in a hospital parking lot, and after realizing the victim had spotted and was photographing the vehicle, remained rather than immediately leaving, then followed the victim's vehicle through an intersection before turning onto a side street despite having other exit options. The suspect later admitted on social media to being present and recognizing the victim."
36740,"The suspect approached a convenience store, drew a gun, and shot a victim without warning as the victim exited, without any argument or display of weapons by the victim beforehand; surveillance video corroborated witnesses' accounts. The suspect claimed the victim and companions had robbed the suspect at gunpoint hours earlier and stolen their identification and a firearm, but the suspect armed themself and confronted the victim roughly four to nine hours later rather than acting in immediate self-defense. The murder weapon was never recovered, though evidence showed the suspect purchased a firearm shortly before the shooting."
8537,"The suspect participated in a gang drive-by shooting targeting rival gang members, and gunfire from the suspect's group killed a bystander. After release from prison for related convictions, the suspect resumed gang activity, including drug distribution. In 2020, the suspect and fellow gang members approached a business with firearms, mistakenly opened fire on a bystander believed to be a rival, seriously wounding them, and then exchanged gunfire with police, with surveillance footage capturing the suspect firing a weapon."
17272,"The suspect was accused of leading a drug trafficking conspiracy distributing methamphetamine, marijuana, cocaine, and hallucinogenic mushrooms, along with related money laundering. Evidence included surveillance footage at a stash house, seized drugs, mail linking the suspect to the location, incriminating messages, and controlled cryptocurrency. A raid on the suspect's home and a stash house led to arrests of alleged co-conspirators, after which the government alleged continued laundering and drug supply activity, though this was later disputed."
48318,"The suspect was charged with illegally appropriating another person's identity and pleaded guilty to the offense. As a result, the suspect received a suspended sentence with probationary supervision under specific conditions. The suspect later failed to comply with those conditions and could not be located, prompting revocation of probation and issuance of an arrest warrant. The suspect was also separately convicted in a federal case for conspiring to distribute large quantities of cocaine and heroin."
19644,"The suspect broke a window to enter a residence and stole several items, including a purse valued at approximately $4,500, before fleeing when the home's alarm system was triggered. The suspect was later identified through DNA collected during a separate burglary investigation in another jurisdiction, which matched evidence from this crime. The suspect had additional burglary-related charges and a conviction in another jurisdiction, with some cases still pending."
1062,"The suspect ran a fraud scheme by falsely presenting as a wealthy, experienced day trader and financial advisor who could guarantee investment returns in stocks or a cannabis store, inducing at least ten investors to give over $150,000. Rather than investing the funds, the suspect spent the money on personal expenses, provided fake promissory notes and fabricated updates to lull victims, and offered false excuses when they sought repayment. When pressed, the suspect sometimes became hostile, including threatening messages to victims."
13806,"Following a rapid mental-health decline involving heavy vaping and psychotic symptoms, the suspect struck a family member, damaged property, barricaded inside a residence with multiple firearms, and made statements interpreted as threats to family. After leaving in a friend's truck while armed, the suspect was stopped by officers seeking a mental-health evaluation, struggled with the friend over the gun, exited the vehicle while ignoring commands, resisted a takedown attempt, and then brandished a revolver, prompting officers to shoot and kill the suspect."
46771,"The appellant was indicted for theft of property valued at less than $2,500, with the charge enhanced due to prior convictions. The opinion does not provide further details about how the theft was committed or the circumstances of the offense."
18315,"A suspect was indicted multiple times over roughly three years for sexual abuse of a child, including aggravated sexual assault, continuous sexual abuse, and sexual assault charges, all arising from the same underlying allegations by a complainant. The prosecution repeatedly dismissed and refiled indictments, citing witness credibility issues, a related out-of-state prosecution, and procedural missteps while the suspect remained largely in custody. No new evidence was ever disclosed to the defense despite the repeated re-indictments, and the case was ultimately dismissed with prejudice due to a speedy trial violation caused by the prosecution's delays."
25323,"The defendant was convicted of aggravated sexual assault of a child involving their younger half-sibling. The victim testified that the defendant sexually abused them repeatedly over several years, beginning when the victim was eight and continuing until age twelve, with the last incident occurring around a specified date. The victim did not report the abuse until they were in their twenties, by which time they had no relationship with the defendant."
29328,"The suspect was observed driving on a freeway at 96 miles per hour in a 55 mile-per-hour zone, as measured by an officer using a speed laser device. The suspect testified at trial that the excessive speed was due to trying to reach a hospital, and was subsequently found guilty of Excessive Speeding based partly on this testimony and the officer's observations."
14128,"During a traffic stop for missing a front license plate and failing to signal, officers identified the driver as a gang member with facial gang tattoos, stopped in rival gang territory; a known violent gang associate then arrived, parked nearby, and called the driver's phone. After removing the suspect from the car and frisking them (finding no weapons), an officer conducted a protective sweep of the vehicle and discovered a loaded handgun under the driver's seat and ammunition in the console. The suspect, a felon, was subsequently charged with unlawful possession of a firearm and ammunition."
22923,"Law enforcement received a tip that a video of child sexual abuse material had been uploaded to a Dropbox account linked to the suspect. Seven months later, officers obtained a search warrant for the suspect's residence based on that single tip and general assertions that CSAM consumers retain such material. During the search, the suspect admitted watching ""animal stuff"" and ""petite"" videos while avoiding content depicting children, and consented to a device search that revealed files depicting child sexual abuse and bestiality."
38046,"Believing an online contact was a 15-year-old child, the 38-year-old suspect engaged in a five-month online conversation, requesting sex, describing sexual acts, and sending photos of their genitals. The suspect arranged to meet for sex, promising alcohol, then purchased alcohol, booked a hotel room, and traveled to the agreed meeting location, where they was arrested. The ""minor"" was actually an undercover investigator posing as a child online."
5559,"The petitioner is an incarcerated individual serving a sentence for unlawful contact with a minor, statutory sexual assault, interference with custody of a child, and corruption of a minor, stemming from a relationship with a minor that the petitioner describes as a ""marriage."" The petitioner maintained innocence throughout a required sex offender treatment program, refusing to admit guilt, and was removed from the program multiple times, affecting parole eligibility."
6463,"After being evicted, the suspect repeatedly returned to the former residence seeking a package, growing visibly angry when told it wasn't there. Later, despite lacking permission and finding the locked back door, the suspect entered the home, walked into the bedroom of an occupant who was alone, demanded property, and advanced toward them before fleeing when a dog intervened. The suspect then lied to police about their whereabouts during the incident."
10457,"The suspect pled guilty to three counts of Hobbs Act robbery affecting commerce and to discharging a firearm during a crime of violence. The suspect also stipulated to committing four additional robberies and to unlawfully possessing a firearm as a convicted felon. The suspect was sentenced to 240 months in prison followed by supervised release, part of which included a contested condition requiring notification of third parties about a risk the suspect might pose."
17466,"The defendant was found guilty of raping and kidnapping a girlfriend's 18-year-old daughter. At trial, evidence included a forensic examination and data extraction from the defendant's cell phone, which the defense argued was corrupted or fabricated, and body-camera footage that had been deleted by police. The defendant repeatedly sought postconviction relief claiming newly discovered evidence about the phone data and footage undermined the conviction."
12466,"State police linked the suspect's IP address to sharing child pornography videos on a peer-to-peer file sharing program, leading to a search warrant and seizure of electronic devices, on which forensic analysis found numerous images of child pornography. The suspect pled guilty to possession of child pornography. The suspect had a prior conviction for recording two nude minor children for sexual gratification."
19222,"During a traffic stop, a passenger gave a false name and date of birth to an officer, then fled on foot when confronted. After being caught, handcuffed, and placed in a patrol vehicle, the suspect kicked and headbutted the vehicle's doors and windows so forcefully that it swerved while moving, cracked plastic window guards, bowed the rear door, and caused the vehicle to be taken out of service for repairs."
46909,"The suspect, a stepparent, was convicted of raping and sexually assaulting their twelve-year-old stepdaughter, with the offenses occurring in the presence of a child. At trial, the suspect denied the allegations and disputed claims about poor living conditions, also describing an incident where the suspect made the victim's sibling do pushups despite a broken wrist. The suspect sought to introduce expert testimony questioning the victim's credibility based on her mental-health history and inconsistencies in her statements."
82,"The defendant pled guilty to Murder in the Second Degree and Possession of a Firearm During the Commission of a Felony, admitting to facts underlying a killing in which a firearm was used. The defendant was sentenced to 30 years at Level V, suspended after 22 years, for the murder, plus a mandatory 3 years for the firearm offense."
47972,"After a dispute over stolen property between roommates who sold drugs, the suspect sent threatening texts and directed a victim to an address where the suspect was staying with associates. When the victim and two companions arrived to retrieve belongings, the suspect and two others armed themselves; the suspect fired a revolver from a window toward the visitors, then shouted threats as the others also opened fire. The barrage struck two victims causing serious injuries, and the suspect later falsely told police the visitors had shot first."
46768,"During a family argument over a video game console, the suspect grabbed a sibling by the throat; the sibling's spouse intervened and restrained the suspect. After being released, the suspect charged the spouse, knocked them to the floor, and placed them in a chokehold, restricting breathing until another family member persuaded the suspect to let go. Police were called and the suspect was arrested. The suspect later continued hostile and harassing behavior toward the spouse and sibling, prompting a protective order application citing fear of future harm."
39279,"A hotel guest was found shot to death in their room after arranging what phone records showed was a paid sexual encounter with an unidentified phone user. Investigators traced text messages and location data through the victim's phone, then through associated numbers, to identify the suspect as someone using an escort alias who had communicated with the victim and whose vehicle matched surveillance footage from the scene. They were later arrested while driving a van later found to contain ammunition matching the type used in the shooting, along with items such as gloves, duct tape, and a baton, though the murder weapon was never recovered."
21178,"In the early morning, a suspect broke into a home, woke the elderly homeowner, demanded to know the location of the homeowner's spouse (a public official), and threatened to tie up and ""take out"" the homeowner. After a lengthy standoff and a 911 call, police arrived, and the suspect wrestled a hammer from the homeowner and struck them in the head, causing skull fractures and a concussion. The suspect admitted they had planned to hold the spouse hostage and had targeted the home due to political grievances."
53938,"The suspect is serving a 111-year sentence after being convicted of first-degree murder and a weapons law violation, described by the parole board as an extremely violent crime demonstrating a grave disregard for human life. "
8068,"A traffic stop of the suspect's vehicle led to discovery of methamphetamine hidden inside a car speaker; a subsequent search of the suspect's apartment uncovered an identical speaker, additional methamphetamine, and a digital scale. Cell phone messages revealed the suspect discussing drug deals and pricing with multiple people, indicating an ongoing drug trafficking and manufacturing operation based at the residence. The suspect initially claimed to have found the speaker with drugs on the roadside.that when questioned about the drugs."
33392,"The defendant was indicted for the stabbing death of a cousin after an argument at an apartment; witnesses saw the defendant stab the victim with a butcher-type knife and flee, and police later found the murder weapon at the defendant's home. When detectives approached the defendant, they immediately said ""you got me"" and eventually identified the knife used. The defendant pleaded guilty to first-degree murder, though they separately alleged that police had physically and psychologically coerced their post-arrest statements and consent to search."
2411,"Police responded to a report that the suspect, who was intoxicated and armed, had damaged a car windshield during an argument with a partner. During a subsequent stop, an officer saw the suspect concealing something in the waistband, prompting the suspect to flee on foot through a downtown area at night. While running, the suspect pulled a loaded handgun from clothing and threw it onto pavement, after which officers quickly recovered the weapon and detained the suspect nearby."
47732,"An unidentified assailant approached the victim while the victim was cleaning a car outside a rented home, grabbed a chain around the victim's neck, and demanded it be surrendered. When the victim did not comply, the assailant shot the victim once in the shoulder. A physical struggle ensued, during which the assailant shot the victim three additional times. The assailant was never identified or apprehended."
43409,"The suspect was arrested and charged with driving under the influence and related offenses after refusing to submit to chemical testing at the time of arrest. Due to that refusal, an administrative agency issued a conviction that led to license revocation actions in the suspect's home jurisdiction. The suspect later went to trial on the criminal charges and was found not guilty, but the license revocation remained in effect based on the earlier refusal to test."
1364,"A social media video showed the suspect pointing a replica firearm at two parked police vehicles while driving past them, apparently while filming content for a YouTube channel. The video was flagged by an out-of-state sheriff's crime analyst and forwarded to local police, who identified the suspect and arrested them the same day. The suspect was charged with inducing panic and possessing a replica firearm, later pleading guilty to the replica firearm offense."
5387,"Following a fistfight at a convenience store where a victim punched the suspect, the suspect and a co-defendant left together in a Jeep. The suspect then drove the Jeep and struck the victim from behind in a parking lot; as the victim tried to stand, the co-defendant, riding as passenger, shot the victim in the neck, killing him. Surveillance video and physical evidence linked both defendants to the vehicle and shooting."
1069,"The victim was found dead in their locked apartment with torn clothing and a brain hemorrhage; a medical examiner ruled the death a homicide, though later experts suggested an accidental fall could not be excluded. The suspect had spent the evening drinking with the victim, left a bar together, admitted to having consensual sex at the victim's apartment, and was the last person known to be with the victim before their death. DNA evidence later matched the suspect, who was indicted nineteen years later."
10876,"The victim was lured or accompanied into a motel room by the suspect and three others who arrived together in a stolen vehicle. Inside the room, the victim was shot twice in the torso and fled before collapsing and dying; the suspect and the others then fled the room covering their faces and left together in the stolen car. The murder weapon, the victim's debit card, and other items were later found in a motel room the suspect had rented under an assumed name, and the suspect was arrested near the stolen vehicle days later.
"
49389,"A trial court issued a lifetime protective order in 2019 after finding that the suspect had been stalking the victim. The order restricted the suspect's conduct, including prohibiting firearm possession while the order remained in effect. The suspect later sought to have the order rescinded or modified, but the underlying finding of stalking formed the basis for the protective order's issuance."
27350,"The suspect left two young children unsupervised for an extended period and returned home intoxicated, resulting in arrest and conviction for abandonment and child endangerment. The suspect also had a documented history of intimate partner violence, described as aggressive within the relationship. Approximately two months before the children were removed from the home, the suspect violated a protective order stemming from a prior domestic violence incident, leading to a felony conviction and subsequent incarceration."
17237,"The suspect was indicted on two counts of menacing by stalking after allegedly repeatedly threatening and harassing a store manager following denial of an employment application. The suspect pleaded guilty to an amended charge of attempted menacing by stalking with an agreed recommendation of probation. At sentencing, the court instead imposed the maximum 12-month prison term without having warned the suspect that it was not bound by the probation recommendation."
19182,"Over two consecutive nights, the suspect made repeated harassing phone calls to a police department complaining about an upstairs neighbor, threatening to have the neighbor ""taken out,"" using a racial slur, and claiming gang affiliation. The suspect also threatened a dispatcher and an officer with violence against them and their families, referenced having guns and dead bodies, and had a history of over sixty prior calls and convictions for similar telephone harassment."
13776,"The suspect was convicted of attempted murder, grand larceny of a vehicle, and three counts of first-degree murder, and was sentenced to death along with additional prison terms. Decades later, a federal court vacated the conviction after finding ineffective assistance of counsel in presenting an insanity defense at trial. When the State sought to retry the case, the suspect was found incompetent to stand trial due to a mental disorder and was subsequently civilly committed after being deemed a danger to self and others."
5953,"The victim was lured to a mechanic shop, attacked, and stabbed numerous times in the neck, arms, and torso, sustaining wounds that penetrated the heart and lungs, resulting in death. The case went unsolved for years until DNA recovered from the crime scene was matched to the suspect, who was already incarcerated for an unrelated crime. The suspect was subsequently tried and convicted of murder for the killing."
45584,"While on supervised probation following a felony forgery conviction, the suspect was subject to a probation compliance check at their home. Officers found a vehicle containing five firearms ""two handguns, a shotgun, and an AR-15 rifle"" along with tactical gear, ammunition, and loaded magazines, some items bearing the suspect's name. The suspect admitted owning a handgun found in the vehicle. The suspect was subsequently charged with five counts of unlawful possession of a firearm by a convicted felon."
13336,"The suspect was reported by a family member for repeatedly sliding a cellphone under bathroom and bedroom doors to secretly film two minor stepchildren; a hidden camera captured the suspect masturbating in a hallway while repeatedly retrieving the phone from outside a stepchild's door. Police reviewed this video and, after confronting the suspect, seized the phone without a warrant, fearing deletion of evidence. A subsequent warrant search revealed photos and videos of all three stepchildren taken from beneath bathroom and bedroom doors."
8058,"The suspect posted a video on social media showing the victim dancing nude with a tampon string visible, leading to a telecommunications harassment charge and guilty plea. After sentencing, which included a no-contact order, the suspect continued posting messages about the victim on social media referencing the case and mocking the victim, violating the no-contact order between the sentencing date and the following months."
10109,"The suspect was reported to have habitually subjected family members to violent physical and psychological abuse, including holding a machete to a spouse's throat while threatening to kill the family, and was previously known to have killed a relative with a machete. After the spouse was shot and killed by an associate, the suspect was accused of ordering the killing; when confronted, the suspect grabbed a machete and warned the accuser to stay silent despite police presence.The suspect was never formally interviewed by police regarding the murder.The suspect was reportedly connected to armed men who later threatened the accuser to stop investigating."
17056,"Responding to a shots-fired call aboard a docked vessel, a detective encountered a suspect matching a detailed BOLO description. Upon eye contact, the suspect placed a hand on the waistband and adjusted a visible bulge, prompting the detective to draw a weapon, order hands up, and lift the suspect's shirt, revealing a concealed firearm. The suspect was then arrested on firearm and public-discharge related charges."
46880,"A suspect angrily confronted a store security officer, cursed, threatened the officer, and refused to comply with orders to stop and leave. When the officer attempted to detain the suspect, the suspect resisted. The suspect was subsequently convicted of disturbing the peace and resisting arrest based on the officer's testimony and bodycam footage."
27830,"Amid a bitter child-custody dispute, the suspect made a series of social media posts accusing a magistrate and the victim of crimes including a pedophilia ring, calling the victim the ""antichrist,"" invoking ""war"" and ""justice,"" and posting a photo of an assault rifle in a car. After police went to the suspect's home, the suspect posted a video wearing military fatigues with a rifle slung across the chest, taunting officers to ""bring it."" The victim reported feeling terrified and sought a protection order, fearing the posts constituted an implied threat of serious physical harm."
6547,"The suspect, who lived with the child's parent, subjected the victim to prolonged starvation, forced the child to sleep in filth, ate from dog bowls, and repeatedly beat the child with fists, a stick, and a belt buckle over several months. After stomping on the victim's head causing severe injury, the suspect refused to seek medical care, continued abusing the victim, and after the victim died, hid and later dumped the body, later giving false explanations to police."
1031,"Two groups arranged a confrontation, with members carrying firearms and wearing masks. After an initial failed encounter, the suspect and an accomplice returned to the area, hid in an alley, and lay in wait for the victim's group. As the victim passed, the suspect opened fire with a handgun, striking the victim multiple times; the victim died at the scene, and the suspect fled on foot."
25885,"Over multiple incidents, the suspect and two codefendants stole property from an elderly victim's rural property, including loading wheels into a truck, towing away a log splitter and four-wheeler, and later returning to retrieve the four-wheeler before being confronted by the victim at gunpoint. A trailer and truck were also taken and the truck sold for scrap. Total stolen tools and property were valued at $23,800."
43466,"Law enforcement stopped a vehicle with an expired registration and no front plate; the driver admitted to lacking a valid license or insurance and having a barred license. When told they would be arrested, the driver said an expletive refusal, then sped away, leading police on a high-speed pursuit through city streets until officers ended the chase for safety reasons. A warrant was issued and the suspect was later located and arrested."
44035,"During an argument at a party, the suspect retrieved a gun from a car and fired at a fleeing person, shooting toward a public park where a parent and their young child were present among many bystanders. The child suffered permanent scarring to the face, neck, shoulder, and back. The suspect had a prior conviction for possessing a loaded handgun found under a car seat during a traffic stop, and was on bond for a federal theft offense when the shooting occurred."
29122,"The defendant, an animal rights activist, organized and participated in ""open rescue"" protests at two commercial poultry farms, entering the properties without permission to document and remove animals believed to be suffering from illness, injury, or neglect. During the incidents, activists entered barns despite owners' repeated demands to leave, removed animals, and some locked themselves to farm equipment, leading to the defendant's arrest at both scenes. The defendant had obtained legal opinions before acting, believing their conduct was legally justified to prevent animal suffering, and was convicted of trespass and conspiracy to commit trespass."
11187,"The defendant crashed a car into a parked vehicle and was hospitalized, where treatment revealed a very high blood alcohol content that the hospital reported to police. A responding officer questioned the defendant in the emergency room hallway after giving Miranda warnings, and the defendant admitted drinking wine and described how the injury occurred. The defendant then verbally agreed to a police-requested blood draw, which showed a blood alcohol level well above the legal limit, leading to DUI and reckless driving charges."
604,"A jury convicted the defendant of third-degree sexual abuse after the child victim testified that while sitting with them on a couch at the suspect's home, the suspect put their hand down the victim's pants and nonconsensually engaged with the victim's groin. The victim was a minor and had known the suspect through family visits. The defendant denied the allegations at trial, testifying in their own defense, but the jury found them guilty after two trials, the first ending in a hung jury."
54261,"In the early morning hours at a gas station parking lot, a silver Mercedes pulled alongside a Nissan Kick and occupants fired multiple gunshots into it as it sped away, striking a child passenger in the back, shoulder, and leg and grazing another passenger. Evidence established the suspect was driving the Mercedes, which was registered to them, with guns pointed and laser sights visible from the vehicle during the shooting. A surviving passenger identified the suspect as having earlier flashed a gun at them. The suspect was convicted of felonious assault with firearm specifications."
45230,"The suspect drove at 96 mph, ran a red light using a turn lane to bypass stopped traffic, and struck another vehicle without braking, killing the driver by severing their body; the suspect then fled the scene on foot and was found nearby in mental distress. The suspect had admitted using drugs and alcohol the night before, and blood tests showed marijuana metabolites but no alcohol. A grand jury indicted the suspect for wanton murder and leaving the scene of a fatal accident."
35579,"After fleeing deputies in a stolen SUV, the suspect was arrested and interrogated for hours about a trailer theft, the SUV theft, and a burglary in which firearms were stolen. The suspect admitted to stealing the trailer and SUV but was evasive about the firearm burglary and a related burglary in which keys were taken from a house. During questioning about the missing firearms, the suspect eventually confessed to entering a home to steal keys and to participating in the firearm burglary, providing details that led police to corroborating surveillance video."
43005,"The defendant, who had been owed money by the victim, approached the victim's parked vehicle demanding payment, became agitated when offered less than expected, and reached through the window and shot the victim once in the thigh with a 9mm pistol, severing the femoral artery. The victim then drove away and returned fire with another gun before dying. The defendant was convicted of reckless homicide, aggravated assault, and firearm possession by a convicted felon, having stipulated to a prior felony crime-of-violence conviction."
2044,"An ex-partner visited the suspect's apartment to retrieve belongings, and the suspect became angry and allegedly strangled the ex-partner. Hours later, the suspect confronted the ex-partner and their parent at a gas station armed with an AR-15 style rifle and fired shots at their car, shattering the windshield though neither victim was struck. The victims fled and contacted police; the shooting was partially captured on video."
39028,"Between August 10-11, a minor victim was killed by multiple stab wounds inflicted with a bladed weapon. The suspect allegedly acted in concert with an accomplice, reaching into a bag, retrieving an object, and handing it to the accomplice, who then used it to inflict the fatal wounds. A witness observed the suspect handling a dark, metallic-colored object shortly before the killing.
"
13785,"The underlying incident involved a shooting in which the suspect shot a victim, causing serious injury including a gunshot wound to the back. The suspect was convicted by a jury of assault with intent to kill while armed, aggravated assault while armed, and related weapons offenses arising from the shooting. At sentencing, the victim testified about resulting injuries, including claims of impotence and infertility, which the suspect later contended were false and improperly influenced the sentence imposed."
17203,"A truck reported stolen by its owner was later found being towed on a highway by the suspect, who worked for a towing company owner that had dispatched the suspect to deliver it. During a traffic stop, the suspect initially relayed the employer's instructed explanation that the truck had been purchased, but the employer separately told police a different story (that an owner had it removed from storage), which the suspect only then recognized as false. No evidence showed the suspect knew beforehand that the truck was stolen or that the story was false prior to overhearing the employer's inconsistent statements to police."
33256,"Officers executed a search warrant at the suspect's home based on an affidavit including a recent anonymous tip that the suspect possessed methamphetamine, large quantities of marijuana, and guns used to protect drugs, corroborated by two informants and surveillance of the property. The search led to indictment on nine drug- and weapon-related counts, and the suspect challenged probable cause as stale and unreliable, though the suppression motion was denied."
262,"Over the summer of 2017, the suspect and two accomplices robbed two Walmart stores at gunpoint and attempted a third, wearing masks, forcing store managers or customers to the ground, taking about $100,000 total, and fleeing in stolen cars. The suspect personally held a gun to a manager's head during one robbery and controlled hostages at gunpoint during another. Investigators identified the suspect through an accomplice's cooperation, cell-phone location data placing the suspect near two targeted stores, and suspicious phone call patterns before the first robbery."
37526,"The defendant discovered their spouse was having an affair with the victim, leading to months of escalating threats, harassment, and confrontations. On the day of the incident, after learning the victim had visited the suspect's spouse again, the defendant drove to the location, exited their vehicle armed with a handgun, and chased the unarmed victim as they fled. The defendant shot the victim six times, including two shots fired after the victim had already fallen to the ground, resulting in the victim's death."
