case_id,summary,age,sex,economic-status,educational-level,reasoning
41215,"Two people died from gunshot wounds in Somerton, Arizona, and the suspect was arrested afterward. During a search of the suspect's vehicle, police discovered a firearm. The suspect, who had a prior felony conviction, was subsequently charged with two counts of first-degree murder, attempted first-degree murder, aggravated assault, misconduct involving weapons for prohibited possession of that firearm, and unlawful flight from a pursuing law enforcement vehicle.",25-29y,Male,Lower,High school,"The violent firearm offense involving multiple victims, prior felony conviction, and unlawful flight is most consistent with an adult male offender in his late twenties. A prior felony and prohibited firearm possession suggest a pattern of criminal involvement often associated with disadvantaged socioeconomic background, and the available details provide no indication of higher education beyond high school."
54825,"The defendant exploited a position of trust as the family babysitter's employer to initiate an inappropriate sexual relationship with the underage victim, manipulating the victim's insecurities and undermining the victim's religious commitment to remain a virgin. The defendant pleaded guilty to aggravated statutory rape after grooming the victim over time rather than acting impulsively. When initially questioned by law enforcement, the defendant did not take the opportunity to admit responsibility for the conduct.",30-39y,Male,Middle,Bachelor's,"The statutory-rape charge and manipulation of the victim's virginity most likely involve a male offender. The grooming over time and role as the family's babysitter-employer suggest an established adult with middle socioeconomic status, and the calculated psychological manipulation points to at least some college-level education."
44091,"The suspect was indicted on charges of trafficking in cocaine and possession of cocaine, each with a major drug offender specification. The suspect pleaded guilty to one count of trafficking in cocaine along with the major drug offender specification, and the remaining charges were dismissed. The opinion does not describe the specific facts or conduct underlying the drug offense.'",30-39y,Male,Middle,High school,"Drug trafficking, especially with a major drug offender specification, typically involves substantial criminal operations and is more commonly associated with adult males in their 30s. The offender's role in a larger trafficking network suggests some level of organization and financial stability, making middle economic status more likely than lower class. Educational attainment for such offenders often does not exceed high school, as formal higher education is less common among individuals engaged in drug trafficking."
20522,"The suspect was indicted for abduction with a firearm specification, unlawful restraint, telecommunications harassment, and two counts of aggravated menacing, after an incident causing harm to victims requiring restitution. The suspect later pleaded guilty to abduction without the firearm specification and to both aggravated menacing counts, admitting to committing the underlying allegations. At sentencing, when asked why the incident occurred, the suspect attributed the conduct to drinking alcohol and a series of poor judgments. The suspect also reportedly disarmed a co-defendant during the incident and later apologized to the victims.",25-29y,Male,Lower,High school,"Violent, firearm-related offenses such as abduction and aggravated menacing are overwhelmingly committed by male offenders. The alcohol-related, impulsive offending points to a younger adult in the peak violent-crime age range. Convicted offenders in this type of case are disproportionately from lower economic circumstances and have lower formal education, and no information indicates higher socioeconomic status or advanced education."
39748,"The suspect was indicted on multiple felony drug trafficking charges in two separate cases, ultimately pleading guilty to one count of aggravated trafficking in drugs in each case (a second-degree felony and a third-degree felony). The opinion does not describe the specific manner in which the trafficking occurred or how the suspect was identified or apprehended, focusing instead on the guilty plea and subsequent appeal.",30-39y,Male,Lower,High school,Drug trafficking offenses are statistically more common among males in their 30s; offending often linked to economic disadvantage and limited educational attainment. The guilty plea to multiple felony counts suggests involvement in sustained criminal activity without indicating higher education or affluence.
32772,"The Iowa Department of Health and Human Services determined that the suspect denied critical care to a child or failed to provide proper supervision, an incident that also led to a child endangerment charge. The suspect pleaded guilty to simple-misdemeanor assault to resolve the criminal case. Based on this incident, the department placed the suspect on the central registry for founded child abuse.",25-29y,Male,Lower,High school,"The offense pattern involves caregiver neglect or failure to supervise, which is often associated with lower-resource households and limited formal education. The additional guilty plea to simple assault makes a male offender more likely, while the typical age for this combination of child-endangerment and low-level assault offenses is the late 20s. These are probabilistic inferences from the available details, not confirmed facts."
44075,"The suspect pled guilty to enticing a child through the use of the internet or another communication device, resulting in a suspended sentence and probation with conditions restricting contact with minors. While on probation, the suspect was later accused of contacting multiple juveniles via social media, accessing pornography on a smartphone, and failing to surrender that phone as required, despite treatment restrictions meant to protect the public.",30-39y,Male,Middle,Bachelor's,"The summary does not provide explicit demographic details, so these are probabilistic inferences based on the offense pattern. Internet-based child enticement and subsequent social-media contact with minors are predominantly committed by males, most commonly adults in their 30s. The suspect's use of smartphones and social media, repeated grooming-type contact, and community-based supervision suggest a middle socioeconomic background and at least a moderate level of education, though these remain predictions rather than confirmed facts."
12335,"Following a report of a family dispute, law enforcement issued a bulletin identifying the suspect as driving a red Toyota Camry. When an officer activated emergency lights to initiate a traffic stop, the driver initially appeared to pull over but then sped away through a residential neighborhood, reaching 60-65 mph in a 25 mph zone, passing another vehicle, and running a stop sign. Officers did not pursue per department policy, but two officers identified the suspect as the driver based on prior familiarity with his appearance. A warrant was later issued for the suspect's arrest.",19-24y,Male,Lower,High school,"The reckless, impulsive decision to flee from a traffic stop at high speed is most consistent with a young adult male. Prior police familiarity and the attempt to evade law enforcement also suggest existing criminal justice contact, which is more often associated with lower economic status and lower educational attainment."
46291,"During an argument that began when the suspect cursed at a family in a restaurant parking lot, the victim approached and asked what was happening. The suspect told the victim to leave, then, according to multiple witnesses, exited the car and shot the unarmed victim multiple times from several feet away, striking the victim in the head and leg. After the shooting, the suspect fled the scene with a companion who retrieved the firearm, later returning when contacted by police. The victim suffered a serious head injury requiring surgery and partial skull removal.
",19-24y,Male,Lower,High school,"The suspect’s behavior—an impulsive escalation from a parking-lot argument to shooting an unarmed person—is most consistent with a young adult male, a demographic overrepresented in firearm-related violence. The low threshold for lethal force, criminal use of a gun, and involvement of a companion who helped retrieve the firearm are also more consistent with lower educational attainment and lower economic status. These are probabilistic inferences based on the circumstances, not confirmed facts."
29524,"A police officer stopped a vehicle for having an illegible license plate. Upon approaching, the officer observed signs of intoxication, reddish eyes, strong odor of alcohol, and sweating, and made the appropriate warnings before arresting the driver. The driver voluntarily consented to a breathalyzer test at the police station roughly 24 minutes later, which registered 0.128% blood alcohol content, without a field sobriety test being administered at the scene.",30-39y,Male,Middle,High school,"The summary does not provide explicit demographic details, so the profile is based on common patterns among DUI/drunk-driving arrests. These offenses are disproportionately committed by men, and DUI arrest rates are elevated among adult drivers in their late 20s to 30s. The driver was in control of a vehicle and voluntarily cooperated with the breathalyzer test, which is consistent with a middle-economic-status individual rather than an extreme low- or high-status profile. Impaired-driving offenses are also somewhat more frequent among individuals without advanced higher education, making high school attainment the most likely category among the available options."
51811,"During a domestic argument, the suspect became upset over missing a family event and grew agitated with a partner. The suspect grabbed the partner's purse, which contained a firearm, and stated that if the suspect wanted to do something, it could not be stopped by law enforcement. The partner left the residence, and while driving away heard a gunshot; a trial court found it more likely than not that the suspect fired the weapon.",30-39y,Male,Lower,High school,"The offense involves domestic violence with a firearm, a pattern most frequently associated with male perpetrators. The context of an established domestic partnership and adulthood suggests an adult age range, with 30–39 being the most probable category. Firearm use during a domestic incident and statements defying law enforcement align more closely with offenders of lower socioeconomic status and limited educational attainment."
2588,"The suspect was indicted on multiple counts of rape, sexual battery, and gross sexual imposition involving two minors. The suspect later entered no contest pleas to one count of attempted rape and one count of rape, with the remaining charges dismissed. The suspect was sentenced to a consecutive mandatory prison term of nineteen years for these offenses.",30-39y,Male,Lower,High school,"The offenses involve sexual crimes against minors, which are predominantly committed by male adults, with individuals in their thirties being a common modal age range. No occupation or professional indicators are present, and a felony conviction resulting in a lengthy prison sentence correlates with lower socioeconomic status and high school as the highest educational attainment. These are probabilistic inferences based on available patterns, not confirmed facts."
21076,"The suspect, acting as stepparent to two minor stepdaughters, repeatedly raped and sexually assaulted them over multiple years, beginning when one victim was 14 and continuing for years, with the other victim abused twice over a seven-year span. The suspect used the parental relationship to facilitate the abuse and isolate the victims from family and community, causing them serious physical and psychological harm, including PTSD, panic attacks, and seizures. The suspect confessed to forcing the minors into sexual intercourse and pleaded guilty to eight counts of rape.",40-49y,Male,Middle,High school,"The offense involves a male stepparent using a parental role to commit long-term sexual abuse of stepdaughters. Such intrafamilial offenders are most commonly adult males, with the prolonged authority and position in the family suggesting a middle-aged adult. No direct socioeconomic or educational details are given, but based on the typical profile of similar convicted offenders and the absence of indicators of upper income or advanced education, middle economic status and high school education are the most likely categories."
6416,"Early one morning, during a car-break-in spree, a victim confronted the group; a witness saw the defendant exit a car and shoot the victim multiple times, later bragging about killing him. The next evening, after an argument escalated, the defendant told a second victim ""I will shoot you"" and shot him once in the chest in front of multiple witnesses before fleeing. The defendant was later arrested on an unrelated warrant; the firearm used in both shootings was never recovered, though forensic testing linked casings from both scenes to a single weapon.
",19-24y,Male,Lower,High school,"The suspect is involved in a car-break-in spree and two separate shootings, exhibiting impulsive, high-risk violent behavior with a firearm. Crime patterns for this type of street violence and gun use strongly suggest a young adult male. The nature of the offenses, combined with bragging about the shooting and later arrest on an unrelated warrant, points toward a lower socioeconomic background and limited educational attainment."
759,"During a New Year's Eve gathering, an altercation prompted the victim's sibling to arrive and pick them up; the suspect then arrived armed with a handgun, shouted orders to two accomplices to strip and shoot the victim and the sibling, and fled bystanders escaped while the victim was robbed and shot. The suspect and accomplices fired numerous rounds into the victim's vehicle, killing the victim, with dozens of shell casings recovered at the scene. The suspect was later arrested pursuant to a warrant and made statements to police during a post-arrest interview.",19-24y,Male,Lower,High school,"The suspect orchestrated a violent, armed robbery and shooting with accomplices, displaying impulsive, confrontational behavior typical of young adult males involved in street-level gun violence. Such offenses are disproportionately committed by males from lower socioeconomic backgrounds with limited formal education, and the lack of indications of professional or advanced status supports these predictions."
25089,"On a specific date in a coastal area, the primary suspect allegedly destroyed or damaged property belonging to another, valued over $500, and took the law into their own hands rather than seeking proper authorities. The suspect was also accused of conspiring to threaten or intimidate justice system officials and using violence or intimidation against public authority. An alleged accomplice was accused of acting in agreement with the suspect to commit the property destruction and vigilante conduct.",40-49y,Male,Lower,High school,"The offense pattern—vigilante property destruction, intimidation of justice officials, and acting with an accomplice—points to an adult male who is more likely to act outside formal legal processes. Such direct, confrontational criminal behavior is most commonly associated with lower-income and less formally educated individuals in the 40-49 age range."
5569,"Police surveilling a suspected drug trafficker observed the suspect drive a car involved in a minor traffic violation, prompting a stop. A drug-detection dog circling the car exhibited behavioral changes (rapid breathing, head turn) indicating it smelled narcotics, though it did not give a formal trained alert. Officers searched the vehicle and found methamphetamine, cocaine, fentanyl, and alprazolam concealed in a sunglasses compartment, leading to drug distribution charges and an obstruction charge against the driver.",30-39y,Male,Middle,High school,"Drug distribution of multiple controlled substances typically involves an adult male in his 30s, as this age range often reflects the operational maturity and criminal experience needed for trafficking. The suspect had access to a vehicle and a larger quantity/range of drugs, suggesting some financial resources beyond extreme poverty, but not necessarily upper-class wealth. A high school education level is common among individuals in street-level or mid-level drug distribution networks."
35143,"During a nighttime traffic stop for a seatbelt violation, the suspect reversed the vehicle and fled, prompting officers to pursue for about 20 minutes until the suspect crashed into a tree and fence in a wooded area, then fled on foot before being caught and arrested for obstruction. While checking the crashed vehicle for occupants, an officer inadvertently observed bags containing a white powder resembling cocaine in plain view, leading to additional drug charges.",25-29y,Male,Lower,High school,"The suspect's actions—fleeing a routine traffic stop, engaging in a prolonged police pursuit, crashing, and attempting to flee on foot—are more commonly associated with younger adult males. The presence of suspected cocaine and the strong desire to avoid police also suggest involvement in illegal drug activity, which aligns statistically with lower educational attainment and lower economic status, though these are probabilistic inferences rather than confirmed facts."
53583,"The defendant killed a bull elk and a cow elk while hunting with a family member inside a state wildlife refuge that was closed to public access during winter closure, crossing a cable gate despite seeing posted closure signs. The defendant had no license, tag, or permit to hunt elk and no valid treaty hunting right authorizing the taking, though a family member believed treaty rights permitted the hunt. The defendant stipulated to knowingly killing both elk on the closed, state-owned refuge land.",30-39y,Male,Lower,High school,"The deliberate illegal taking of multiple elk without licenses or tags, entry through a closed gate, and apparent subsistence-oriented harvest point to an experienced, non-commercial poacher. Wildlife offenses of this kind are predominantly committed by adult males, often with lower or middle socioeconomic backgrounds. The physical skill and knowledge required suggest an active adult hunter rather than a youth or elderly person, with high school education being the most common profile in such cases."
23479,"Officers responded to a disturbance where the victim reported that after breaking up with the suspect, the suspect asked the victim to return items, then confronted the victim outside, grabbed the victim by the neck with both hands, and choked them until they lost consciousness. Witnesses saw the suspect pushing the victim into an apartment and later observed the suspect gripping the victim by the shoulder during a struggle before fleeing and throwing eggs at bystanders. The victim exhibited visible distress, hyperventilation, a raspy voice, and neck redness afterward.",25-29y,Male,Lower,High school,"The crime reflects intimate partner violence involving physical control, post-breakup confrontation, and strangulation. Such offenses are disproportionately committed by male perpetrators. The impulsive, escalated behavior and lack of indicators of advanced education or stable professional status point toward a younger adult offender with lower socioeconomic background and high-school-level education as the most likely profile."
12592,"A physician was charged with unlawfully distributing oxycodone after prescribing the drug to a patient on six occasions, despite knowing the patient was addicted to opioids and each prescription following a positive drug test for heroin or cocaine; the patient died of an opioid-related overdose days after the final prescription. The physician pled guilty to all six counts. On appeal, the physician argued the guilty plea was invalid for lack of proper mens rea instruction, but this claim was rejected as procedurally defaulted.",50+y,Male,Upper,Above Bachelor's,"The suspect is described as a physician, which places him in the Upper economic bracket and indicates education at least above a bachelor's degree. No age or sex is stated; however, illegal opioid distribution by physicians typically involves an established practitioner, and a male physician aged 50 or older is the most probable profile given the professional stage required for such a sustained prescribing relationship."
8685,The suspect was charged with breaking into the victim's office and stealing a pistol and a nail gun. The suspect later pleaded guilty to attempted breaking and entering and petty theft.,19-24y,Male,Lower,High school,"The suspect committed a property crime involving breaking into an office and stealing items, which aligns with common patterns of burglary. Such offenses are statistically more frequent among younger males, often with lower economic status and limited educational attainment."
45219,"A pedestrian was struck and killed by a vehicle in front of their home early one morning. The driver fled the scene without stopping and was later identified, arrested, and charged with leaving the scene of an accident resulting in injury or death, a Class C felony. Investigating officers found no evidence supporting a more serious charge, treating the death as the result of a traffic accident. The driver was later convicted and sentenced for the leaving-the-scene offense.",25-29y,Male,Lower,High school,"Leaving the scene of a fatal accident is more commonly associated with male drivers, often younger to early-middle-age, who flee due to fear of legal or financial consequences. This avoidance behavior is overrepresented among drivers with lower socioeconomic status and limited educational attainment, where lack of insurance, license, or resources may increase the perceived pressure to flee."
34059,"The suspect pleaded guilty to multiple offenses including domestic violence, aggravated menacing, menacing by stalking, and telecommunications harassment against a victim. The conduct included sending death-threat letters and electronic posts causing the victim to fear physical harm to themselves and family members, as well as making threatening telephone calls. These acts occurred on separate dates across March and April, involving distinct methods of threatening the victim.",30-39y,Male,Middle,High school,"Domestic violence, menacing by stalking, and telecommunications harassment are offenses most frequently perpetrated by male intimate partners or ex-partners. The sustained, multi-method threatening behavior across several dates in March and April suggests an adult offender with established patterns of control, most commonly seen in the 30-39 age range. Using written letters, electronic posts, and phone calls indicates at least basic literacy and access to communication tools, but not necessarily advanced skills or affluence, pointing to middle economic status and a high school educational level as the most probable categories."
9559,"A supervised releasee with a history of alcohol-related crimes, on release following a methamphetamine conspiracy conviction, became frustrated with a partner and drank an entire bottle of liquor until blacking out. This led to a physical and verbal altercation with the partner, prompting a police response and arrest. In police custody, the suspect slipped handcuffs to the front, tried to damage the patrol car, and was pepper-sprayed; at the jail, the suspect flooded a cell, kicked the door, urinated on the floor, and threw feces. The suspect was subsequently charged with domestic battery and resisting arrest and had supervised release revoked.",30-39y,Male,Lower,High school,"The suspect is an adult with a criminal history involving alcohol-related offenses and a methamphetamine conspiracy conviction, indicating a pattern of substance-involved offending. The violent domestic altercation, extreme resistance to law enforcement, and destructive behavior in custody are behaviors more commonly associated with male offenders. Chronic substance use, felony drug involvement, and behavioral instability suggest lower socioeconomic status and limited educational attainment, typically high school or less."
29369,"The suspect committed multiple burglary and theft offenses in a county over several months. While later held in another jurisdiction on unrelated charges, the suspect was identified as a suspect in these offenses and, after being read Miranda rights, admitted involvement during a police interview. Arrest warrants were obtained but not executed for roughly three years, during which the suspect remained in custody for the unrelated matter before eventually being arrested and charged for these offenses.",25-29y,Male,Lower,High school,"The offenses are repeat property crimes, which are most commonly committed by adult males from lower-income backgrounds with limited formal education. The suspect's later custody and criminal justice involvement support a young adult age range, though exact demographics are not stated in the summary."
37229,"Over about a month, the suspect repeatedly assaulted a cohabiting romantic partner. Incidents included grabbing the victim by the throat and slamming their head into a garage door and concrete floor, striking the victim's head with a wooden board while threatening to kill them, hitting the victim's face and leg with a screwdriver, and later punching the victim in the face. Days after the final assault, the victim was hospitalized with a brain bleed requiring emergency surgery and a medically induced coma.",30-39y,Male,Lower,High school,"The pattern of escalating intimate-partner violence, including strangulation, blunt-force head trauma, and death threats, is most often perpetrated by male partners in an adult cohabiting relationship. Severe, repeated domestic violence is statistically more common among adult male offenders with lower socioeconomic status and lower formal education, so those categories are the most probable in the absence of explicit demographic information."
12866,"Following reports of an emaciated, lethargic dog with open wounds, animal control officers investigated, and the dog was later euthanized by the Humane Society. The dog's registered owner was charged with felony animal neglect/abandonment causing serious injury. The suspect pled no contest and was placed on probation, with a condition requiring reimbursement to the Humane Society for costs of pickup, removal, euthanasia, and necropsy of the animal.",30-39y,Male,Lower,High school,"The crime involves severe neglect and abandonment of an animal, which is most commonly associated with limited financial resources and inadequate access to care, aligning with lower economic status. Animal cruelty and neglect cases are disproportionately committed by male offenders, and the broad adult age range most typical for such charges is the 30s. A high school educational level is more commonly represented among individuals convicted of felony-level neglect/abandonment offenses."
32780,"Police responded to a reported domestic disturbance and were told by the suspect's spouse that the suspect was upstairs, had an outstanding arrest warrant, and kept a firearm in a black bag near the bed. The suspect had an active warrant and was arrested; officers did not immediately find the bag. Based on the spouse's statements, officers obtained a search warrant and found the bag hidden under carpet on the porch, containing drug paraphernalia and a pistol, leading to a felon-in-possession firearm charge.",30-39y,Male,Lower,High school,"Domestic disturbances involving firearms and active warrants are more commonly associated with adult males with prior criminal histories. The suspect's concealed firearm and drug paraphernalia, along with an outstanding warrant, suggest a pattern consistent with lower socioeconomic status and limited educational attainment, as these factors are statistically overrepresented among felon-in-possession cases."
41242,"While driving on a state highway around midday, the suspect crossed the center line and collided head-on with an oncoming vehicle carrying two occupants, both of whom suffered serious injuries requiring life-flight transport. A search of the suspect's vehicle revealed alcohol, and blood testing showed a blood alcohol content of 0.144. The suspect was later found guilty of two counts of aggravated vehicular assault and OVI after entering a no-contest plea.",30-39y,Male,Lower,High school,"The crime summary does not provide demographic details, so this profile is based on patterns common in similar impaired-driving crash offenses. These offenses disproportionately involve adult men, often in their 30s, and the daytime high-BAC driving indicates problematic adult alcohol use. Convicted alcohol-impaired crash offenders are also more commonly from lower socioeconomic backgrounds and have high-school-level education."
8948,"The defendant was arrested in connection with a fatal shooting after a victim was found pinned between a crashed vehicle and a house, having suffered gunshot wounds and blunt force trauma. During a videorecorded police interrogation, the defendant initially claimed the vehicle had been carjacked, but after being confronted with alleged surveillance footage and inconsistencies, invoked the right to counsel. Following a lengthy delay in which no attorney was secured, the defendant resumed talking to police and ultimately admitted to shooting the victim and striking them with a car, claiming self-defense.",19-24y,Male,Lower,High school,"Fatal firearm and vehicular violence of this type is most commonly committed by young adult males, and the suspect's shifting account and self-defense claim suggest a high-risk confrontation rather than an affluent or highly educated profile. Without contrary evidence, lower economic status and high school-level education are the most probable categories."
3062,"A 14-year-old was fatally shot 15 times while walking with the suspect near a residence where the suspect's romantic partner lived. Surveillance video showed the suspect pause as if tying a shoe, then shoot the victim in the back as he walked ahead, continuing to fire as the victim lay on the ground before fleeing. An anonymous tip, cell phone location data, social media posts showing the suspect with a matching firearm, and post-shooting internet searches about the murder linked the suspect to the killing.The suspect and victim had communicated online, and the victim had recently been spending time with the suspect's partner.",19-24y,Male,Lower,High school,"The offense is a planned, jealousy-driven execution using a firearm, which is most consistent with a male perpetrator. The suspect's use of social media, cell phone activity, and a firearm in a relationship conflict points toward a young adult offender, most likely in the 19–24 age range. Lower economic status and high-school-level education are common contextual patterns in such gun homicide cases."
473,"The suspect's child was found unresponsive in the carport with a single gunshot wound to the chest at the family home. The suspect told responding officers and detectives that the child had collapsed in the washroom and that the suspect left to seek help. Investigators found reports of prior disturbances between the suspect and a partner, who was confirmed via hotel receipt and security video to have been elsewhere at the time. The suspect was convicted of first-degree murder and using a firearm to commit the offense.",30-39y,Male,Lower,High school,"The suspect committed a firearm-related filicide, which is more commonly associated with adult males in the 30–39 age range. Use of a gun, prior documented disturbances with a partner, and conviction for first-degree murder align with statistical patterns where male perpetrators and lower socioeconomic status are overrepresented among violent firearm offenses. A high school education level is also the most common category among convicted violent offenders in similar circumstances."
49952,"The defendant was indicted on multiple drug trafficking and possession charges occurring on separate dates in April and May, plus having weapons while under disability after being found with a firearm despite a prior felony drug conviction. A separate case charged additional weapons and drug possession offenses occurring later. The defendant pleaded guilty to amended charges including attempted aggravated trafficking, aggravated trafficking with money forfeiture, and having weapons while under disability with weapon forfeiture.",30-39y,Male,Lower,High school,"Drug trafficking and weapons possession offenses are more commonly committed by males. A prior felony drug conviction and continued involvement in trafficking suggest a mature adult rather than a juvenile or very young offender, with the 30-39 range most probable. Repeat drug offending and firearm possession while under disability are consistent with lower economic status and limited educational attainment, most likely high school or less."
40931,"The suspect pleaded guilty to online solicitation of a minor and was placed on deferred adjudication community supervision. While on supervision, the suspect failed to comply with multiple conditions, including failing to register as a sex offender, leading to a new charge for that offense. The suspect later pleaded true to the supervision violations and guilty to the failure-to-register charge.",30-39y,Male,Middle,Bachelor's,"Online solicitation of a minor is an internet-facilitated sexual offense overwhelmingly associated with adult male offenders; research on similar cases shows offenders commonly are in their 30s and have sufficient social/economic functioning to maintain internet access and interactions. A middle-income and college-educated profile reflects the greater likelihood for these offenders compared with the general offender population, while the later registration failure is treated as a behavioral factor rather than as a strong independent demographic indicator."
12703,"The suspect pleaded guilty to transportation and possession of child pornography. Evidence showed the suspect participated in online chatrooms that required members to submit child pornography images in order to join and to receive additional such images from other participants, showing an implicit agreement to exchange the material for more child pornography. The suspect also had a separate prior state offense for sexual assault of a child. The suspect was sentenced to 360 months in prison.",40-49y,Male,Middle,Bachelor's,"The offense is typical of male child sexual exploitation offenders, and the prior child sexual assault plus lengthy federal sentence points to an adult with an established offending history, most likely in the 40-49 age range. Participation in exchange-based online child pornography communities suggests an offender with sufficient resources and access to participate online, commonly associated with a middle economic status and at least a college education, though these remain probabilistic inferences."
52599,"A stolen flatbed truck was reported missing from a property after a shop was broken into and ransacked. A witness later found the truck broken down on a rural road with two people, one of whom was the defendant; both declined offers of help, gave a vague explanation, and later abandoned the vehicle. When police approached and drew weapons, the defendant fled into a snowy field, hiding until developing hypothermia. No evidence directly linked defendant to the theft itself or showed they recognized the truck as stolen.",19-24y,Male,Lower,High school,"The stolen-vehicle and property-crime context, along with the defendant's impulsive, high-risk behavior—remaining with a stolen truck, avoiding help, abandoning it, and fleeing police into a snowy field—suggests a younger adult male profile. Such property- and vehicle-related offenses are more commonly associated with lower-income individuals with limited formal education, though these are probabilistic inferences rather than facts directly stated in the summary."
4763,"A hunter shot a mule deer while hunting near a state border, then claimed the deer wandered into the other state before dying and was field dressed there. Investigators found physical evidence including tracks, a kick-out spot, a suspected shooting location, and bullet fragments in the carcass all located in the other state, with no tracks indicating the deer crossed from the inital state. A rival hunting group heard a gunshot and observed the hunter and a guide field dressing the deer only minutes later at the spot where it had been seen bedded down in the other state. The hunter was convicted of wanton destruction of protected wildlife for illegally shooting the deer in the other state.",40-49y,Male,Middle,Bachelor's,"The convicted hunter was an adult male, and wildlife/big-game hunting violations are overwhelmingly committed by males. The use of a guide and a cross-border hunting trip suggests disposable income, most consistent with middle economic status. The apparent familiarity with hunting regulations, state boundaries, and deer behavior points to an experienced hunter, likely middle-aged. Educational level is not stated, but a bachelor's degree is common among guided big-game hunters."
49807,"During execution of a search warrant at a residence with an attached trailer, officers found a suspect inside the trailer and, upon searching it, discovered a rifle in plain view in the kitchen and a handgun hidden in a clothes hamper with nearby ammunition, along with mail addressed to the suspect. The suspect, a previously convicted felon, testified the trailer belonged to a relative, denied knowledge of the firearms, and claimed multiple people had access to the trailer.  A jury found the suspect guilty of felon-in-possession of a firearm as a habitual offender.  No fingerprint testing was conducted on the weapons.",30-39y,Male,Lower,High school,"The suspect is a previously convicted felon found guilty as a habitual offender, which indicates multiple prior felony convictions and makes a male in the 30-39 age range most likely. Firearm possession and prior felony histories are statistically more common among males. Living in a trailer and being implicated in a felon-in-possession case points toward lower economic status, and the typical educational level for individuals with significant criminal histories is high school or less."
14397,"The suspect had been sexually trafficking and sexually assaulting a minor victim; after learning of a pending arrest warrant, the suspect fled, purchased disguises and an untraceable phone, and stated there would be ""no witness, no case."" The suspect returned, forced entry into the victim's family home using a fake pizza delivery, and shot the stepfather, while an accomplice shot and killed the suspect's intended target's family member and wounded two others, mistaking her for the intended victim. The suspect was identified by voice and sight by survivors and was later apprehended in disguise driving the vehicle used in the crime.",25-29y,Male,Middle,High school,"The suspect's pattern of sexually exploiting a minor and then carrying out a planned, violent home invasion to eliminate witnesses points to an adult male offender. The use of disguises, an untraceable phone, an accomplice, and a vehicle suggests some financial means and criminal sophistication, while the nature of the offenses and lack of indicators of higher education or professional status make high school education and middle economic status the most likely categories."
13641,"During an altercation with a romantic partner, the suspect allegedly fired a gun inside a residence; a subsequent search recovered a pistol and a rifle. After arrest, the suspect admitted to possessing both firearms while knowing of a prior felony conviction and being prohibited from possessing firearms. The suspect also had a prior misdemeanor domestic battery conviction, leading to federal firearm-possession charges",30-39y,Male,Lower,High school,"The suspect is involved in a domestic violence-related firearm offense and has prior felony and domestic battery convictions, patterns most consistent with a male adult with an established criminal history. Felon-in-possession cases are disproportionately male, commonly involve lower economic status and limited educational attainment, and the prior convictions suggest an age range in the 30s."
21301,"After a romantic partner reported that the suspect had taken a gun and threatened suicide, the suspect discharged a firearm in a home garage, then armed with a pistol emerged shouting threats at responding deputies and hostile statements toward a detective. Deputies blocked the surrounding roadway and drew weapons; the suspect attempted suicide by shooting at their own head, causing the gun to misfire, then racked the slide to make it operable again. After being struck by a non-lethal beanbag round, the suspect ran back for the gun and was shot and apprehended by an officer using a rifle. The suspect, who was under a legal disability barring firearm possession, was convicted of having weapons while under disability and inducing panic due to the public roadway disruption caused by the standoff.",30-39y,Male,Lower,High school,"The suspect engaged in an armed, volatile standoff while under a legal firearm disability and attempted suicide, which most consistently aligns with adult males in crisis with a criminal-justice history. Such patterns frequently involve lower socioeconomic status and limited formal education, though these are probabilistic inferences rather than confirmed facts."
43568,"Following a prior altercation and a court-ordered no-contact provision, the suspect repeatedly drove by and lingered near the victims' home, prompting 911 calls, and later fired gunshots near their property. When deputies located the suspect in a parked truck, the suspect pointed a revolver at an officer's face after being addressed, only lowering it after repeated commands, then physically resisted arrest, and was found with alcohol in the vehicle.",30-39y,Male,Lower,High school,"The suspect's pattern of violent stalking, firearm use, alcohol presence, and physical resistance to law enforcement is most consistent with an adult male offender. The prior altercation, court-ordered no-contact provision, driving, and alcohol consumption indicate he is an adult, likely in his 30s. The circumstances and behavior align most closely with a lower socioeconomic background and limited formal education, with no indicators of professional or higher-education status."
39746,"After an argument with their adult daughter, the suspect drove a pickup truck into her, then fled when police arrived and led officers on a high-speed chase while brandishing a shotgun and rifle out the window. During the pursuit the suspect fired the shotgun toward officers who had deployed tire-deflation devices, was struck by return gunfire, and then crashed into two parked police cruisers, seriously injuring an officer inside one vehicle. Methamphetamine was also found in the suspect's truck after the crash.",40-49y,Male,Lower,High school,"The suspect is the parent of an adult daughter, which makes a younger age less likely, and the extreme violent and reckless behavior, methamphetamine involvement, and criminal escalation are most consistent with a middle-aged male offender. The use of a pickup truck, firearms, and methamphetamine along with the violent confrontation suggests a lower economic status and a high-school-level education, which are common patterns in similar violent offenses."
