case_id,summary,age,sex,economic-status,educational-level,reasoning
20522,"The suspect was indicted for abduction with a firearm specification, unlawful restraint, telecommunications harassment, and two counts of aggravated menacing, after an incident causing harm to victims requiring restitution. The suspect later pleaded guilty to abduction without the firearm specification and to both aggravated menacing counts, admitting to committing the underlying allegations. At sentencing, when asked why the incident occurred, the suspect attributed the conduct to drinking alcohol and a series of poor judgments. The suspect also reportedly disarmed a co-defendant during the incident and later apologized to the victims.",25-29y,Male,Middle,High school,"The offenses involved abduction, unlawful restraint, threats, and firearm-related conduct, suggesting an adult suspect capable of coercive and impulsive behavior. The admission that alcohol and poor judgment contributed, along with disarming a co-defendant and later apologizing, is more consistent with a relatively young adult male involved in an impulsive interpersonal incident than with a highly organized offender. No direct socioeconomic or educational information is provided, so middle economic status and a high-school education are the most likely broad demographic estimates."
39748,"The suspect was indicted on multiple felony drug trafficking charges in two separate cases, ultimately pleading guilty to one count of aggravated trafficking in drugs in each case (a second-degree felony and a third-degree felony). The opinion does not describe the specific manner in which the trafficking occurred or how the suspect was identified or apprehended, focusing instead on the guilty plea and subsequent appeal.",30-39y,Male,Lower,High school,"The summary provides no direct demographic information. Based on general patterns among felony drug-trafficking defendants, the most likely profile is an adult male in the 30–39 age range, with lower economic status and a high-school-level education; these are probabilistic inferences rather than established facts."
32772,"The Iowa Department of Health and Human Services determined that the suspect denied critical care to a child or failed to provide proper supervision, an incident that also led to a child endangerment charge. The suspect pleaded guilty to simple-misdemeanor assault to resolve the criminal case. Based on this incident, the department placed the suspect on the central registry for founded child abuse.",30-39y,Female,Lower,High school,"The conduct involved denied care or inadequate supervision of a child, which most likely implicates an adult caregiver. A 30–39-year-old female is a probabilistic demographic prediction based on common caregiver patterns in child-maltreatment cases. The misdemeanor-level case and child-welfare involvement are more consistent with a lower socioeconomic background and high-school-level education than with higher categories, though none of these characteristics is explicitly confirmed."
44075,"The suspect pled guilty to enticing a child through the use of the internet or another communication device, resulting in a suspended sentence and probation with conditions restricting contact with minors. While on probation, the suspect was later accused of contacting multiple juveniles via social media, accessing pornography on a smartphone, and failing to surrender that phone as required, despite treatment restrictions meant to protect the public.",30-39y,Male,Middle,High school,"The offense pattern involves an adult internet-based sexual offense against minors and repeated online contact while under supervision, which is statistically more commonly associated with male suspects in early-to-middle adulthood. No direct socioeconomic or education information is provided, so middle economic status and a high-school education are the most plausible broad predictions."
12335,"Following a report of a family dispute, law enforcement issued a bulletin identifying the suspect as driving a red Toyota Camry. When an officer activated emergency lights to initiate a traffic stop, the driver initially appeared to pull over but then sped away through a residential neighborhood, reaching 60-65 mph in a 25 mph zone, passing another vehicle, and running a stop sign. Officers did not pursue per department policy, but two officers identified the suspect as the driver based on prior familiarity with his appearance. A warrant was later issued for the suspect's arrest.",30-39y,Male,Middle,High school,"The suspect was identified by officers as a male driver known to them from prior familiarity. The family-dispute context and deliberate high-speed flight suggest an adult, with 30-39 being the most likely age range. No clear indicators establish socioeconomic status or education, so middle economic status and high school education are probabilistic estimates based on common patterns among adult suspects in similar traffic-related and family-dispute incidents."
46291,"During an argument that began when the suspect cursed at a family in a restaurant parking lot, the victim approached and asked what was happening. The suspect told the victim to leave, then, according to multiple witnesses, exited the car and shot the unarmed victim multiple times from several feet away, striking the victim in the head and leg. After the shooting, the suspect fled the scene with a companion who retrieved the firearm, later returning when contacted by police. The victim suffered a serious head injury requiring surgery and partial skull removal.
",19-24y,Male,Middle,High school,"The suspect’s direct involvement in a public argument, rapid escalation to firearm violence, and flight with a companion are more commonly associated with a young adult male. The summary provides no reliable indicators of economic status or education, so middle economic status and high-school-level education are the most cautious probabilistic selections."
29524,"A police officer stopped a vehicle for having an illegible license plate. Upon approaching, the officer observed signs of intoxication, reddish eyes, strong odor of alcohol, and sweating, and made the appropriate warnings before arresting the driver. The driver voluntarily consented to a breathalyzer test at the police station roughly 24 minutes later, which registered 0.128% blood alcohol content, without a field sobriety test being administered at the scene.",30-39y,Male,Middle,High school,"The suspect is the vehicle driver arrested for impaired driving, a crime statistically more often associated with adult males. The circumstances suggest an established adult driver rather than a minor or very young person. No reliable indicators of economic status or education are provided, so middle economic status and high school education are the most cautious probabilistic estimates."
51811,"During a domestic argument, the suspect became upset over missing a family event and grew agitated with a partner. The suspect grabbed the partner's purse, which contained a firearm, and stated that if the suspect wanted to do something, it could not be stopped by law enforcement. The partner left the residence, and while driving away heard a gunshot; a trial court found it more likely than not that the suspect fired the weapon.",30-39y,Male,Middle,High school,"The domestic-partner conflict and firearm-related escalation are most commonly associated with an adult suspect, with a male suspect being more likely in comparable intimate-partner firearm incidents. No direct socioeconomic or education details are provided, so middle economic status and high-school education are probabilistic estimates rather than established facts."
2588,"The suspect was indicted on multiple counts of rape, sexual battery, and gross sexual imposition involving two minors. The suspect later entered no contest pleas to one count of attempted rape and one count of rape, with the remaining charges dismissed. The suspect was sentenced to a consecutive mandatory prison term of nineteen years for these offenses.",30-39y,Male,Middle,High school,"The offenses described are repeated sexual crimes involving two minors, and the suspect received a lengthy mandatory prison sentence. Sexual offenders in comparable cases are most commonly adult men; absent further identifying details, a middle-adult age, middle economic status, and high-school-level education are the most likely probabilistic estimates."
21076,"The suspect, acting as stepparent to two minor stepdaughters, repeatedly raped and sexually assaulted them over multiple years, beginning when one victim was 14 and continuing for years, with the other victim abused twice over a seven-year span. The suspect used the parental relationship to facilitate the abuse and isolate the victims from family and community, causing them serious physical and psychological harm, including PTSD, panic attacks, and seizures. The suspect confessed to forcing the minors into sexual intercourse and pleaded guilty to eight counts of rape.",40-49y,Male,Middle,High school,"The suspect is most likely an adult male, given the repeated rape of minor stepdaughters and the parental authority used to facilitate the abuse. The long duration of the offending and role as a stepparent suggest an established middle-aged adult. No reliable socioeconomic or educational details are provided, so middle economic status and high-school education are probabilistic estimates based on general patterns rather than confirmed facts."
6416,"Early one morning, during a car-break-in spree, a victim confronted the group; a witness saw the defendant exit a car and shoot the victim multiple times, later bragging about killing him. The next evening, after an argument escalated, the defendant told a second victim ""I will shoot you"" and shot him once in the chest in front of multiple witnesses before fleeing. The defendant was later arrested on an unrelated warrant; the firearm used in both shootings was never recovered, though forensic testing linked casings from both scenes to a single weapon.
",19-24y,Male,Lower,High school,"The suspect is explicitly referred to as male. The repeated firearm violence, involvement in a car-break-in spree, fleeing, and later arrest on an unrelated warrant are most consistent with a young adult, likely in the 19–24 range, from a lower economic background. The circumstances also make high school or comparable education more likely than a bachelor's or advanced degree."
759,"During a New Year's Eve gathering, an altercation prompted the victim's sibling to arrive and pick them up; the suspect then arrived armed with a handgun, shouted orders to two accomplices to strip and shoot the victim and the sibling, and fled bystanders escaped while the victim was robbed and shot. The suspect and accomplices fired numerous rounds into the victim's vehicle, killing the victim, with dozens of shell casings recovered at the scene. The suspect was later arrested pursuant to a warrant and made statements to police during a post-arrest interview.",19-24y,Male,Lower,High school,"The coordinated armed robbery, use of a handgun, commands to accomplices, and extensive shooting suggest a young adult male involved in serious interpersonal and possibly group-related violence. The circumstances are more consistent with lower economic circumstances and a high-school-level educational background than with upper economic status or advanced education, though these remain probabilistic predictions rather than confirmed facts."
25089,"On a specific date in a coastal area, the primary suspect allegedly destroyed or damaged property belonging to another, valued over $500, and took the law into their own hands rather than seeking proper authorities. The suspect was also accused of conspiring to threaten or intimidate justice system officials and using violence or intimidation against public authority. An alleged accomplice was accused of acting in agreement with the suspect to commit the property destruction and vigilante conduct.",30-39y,Male,Lower,High school,"The alleged coordinated property destruction, vigilante conduct, and intimidation of justice-system officials most likely involve an adult male, with a lower socioeconomic profile and high-school-level education inferred from general patterns associated with confrontational and organized criminal conduct."
5569,"Police surveilling a suspected drug trafficker observed the suspect drive a car involved in a minor traffic violation, prompting a stop. A drug-detection dog circling the car exhibited behavioral changes (rapid breathing, head turn) indicating it smelled narcotics, though it did not give a formal trained alert. Officers searched the vehicle and found methamphetamine, cocaine, fentanyl, and alprazolam concealed in a sunglasses compartment, leading to drug distribution charges and an obstruction charge against the driver.",30-39y,Male,Lower,High school,"The suspect is described as a driver under surveillance for drug trafficking and possessing multiple controlled substances, a pattern more commonly associated with an adult male in the 30–39 age range. The apparent involvement in street-level distribution is more consistent with lower economic status and a high-school-level education than with higher socioeconomic or educational categories, though these remain probabilistic inferences rather than confirmed facts."
35143,"During a nighttime traffic stop for a seatbelt violation, the suspect reversed the vehicle and fled, prompting officers to pursue for about 20 minutes until the suspect crashed into a tree and fence in a wooded area, then fled on foot before being caught and arrested for obstruction. While checking the crashed vehicle for occupants, an officer inadvertently observed bags containing a white powder resembling cocaine in plain view, leading to additional drug charges.",25-29y,Male,Lower,High school,"The prolonged flight from a nighttime traffic stop, fleeing on foot after a crash, and possession of suspected cocaine are behaviors statistically more associated with a young adult male involved in street-level offending. The circumstances suggest lower economic status and a high-school-level educational background, though these characteristics are probabilistic rather than confirmed."
53583,"The defendant killed a bull elk and a cow elk while hunting with a family member inside a state wildlife refuge that was closed to public access during winter closure, crossing a cable gate despite seeing posted closure signs. The defendant had no license, tag, or permit to hunt elk and no valid treaty hunting right authorizing the taking, though a family member believed treaty rights permitted the hunt. The defendant stipulated to knowingly killing both elk on the closed, state-owned refuge land.",30-39y,Male,Middle,High school,"The primary suspect is most likely an adult male in the 30–39 age range, consistent with demographic patterns for hunting-related offenses. The conduct suggests participation in a family hunting tradition and disregard of access and licensing rules, but does not indicate extreme financial hardship or a highly specialized educational background; middle economic status and a high-school education are therefore the most likely categories."
23479,"Officers responded to a disturbance where the victim reported that after breaking up with the suspect, the suspect asked the victim to return items, then confronted the victim outside, grabbed the victim by the neck with both hands, and choked them until they lost consciousness. Witnesses saw the suspect pushing the victim into an apartment and later observed the suspect gripping the victim by the shoulder during a struggle before fleeing and throwing eggs at bystanders. The victim exhibited visible distress, hyperventilation, a raspy voice, and neck redness afterward.",25-29y,Male,Middle,High school,"The confrontation appears to involve an adult former intimate partner and escalating physical aggression, including strangulation and pushing. A male suspect in the 25–29 age range is a probabilistic pattern-based estimate; the summary does not explicitly establish the suspect’s age, sex, economic status, or education. Middle economic status and high-school education are selected as the most likely broad categories in the absence of specific socioeconomic information."
12592,"A physician was charged with unlawfully distributing oxycodone after prescribing the drug to a patient on six occasions, despite knowing the patient was addicted to opioids and each prescription following a positive drug test for heroin or cocaine; the patient died of an opioid-related overdose days after the final prescription. The physician pled guilty to all six counts. On appeal, the physician argued the guilty plea was invalid for lack of proper mens rea instruction, but this claim was rejected as procedurally defaulted.",50+y,Male,Upper,Above Bachelor's,"The primary suspect is a physician, which strongly indicates education beyond a bachelor's degree and typically corresponds to upper economic status. The summary does not state age or sex; based on the profile of a practicing physician involved in repeated prescribing over time, 50+ years and male are the most likely categories."
8685,The suspect was charged with breaking into the victim's office and stealing a pistol and a nail gun. The suspect later pleaded guilty to attempted breaking and entering and petty theft.,25-29y,Male,Lower,High school,"The offense involves attempted commercial burglary and theft of a pistol and nail gun, a pattern more commonly associated with a younger adult male in a lower economic bracket. The circumstances do not indicate advanced education, so high school is the most likely educational level."
45219,"A pedestrian was struck and killed by a vehicle in front of their home early one morning. The driver fled the scene without stopping and was later identified, arrested, and charged with leaving the scene of an accident resulting in injury or death, a Class C felony. Investigating officers found no evidence supporting a more serious charge, treating the death as the result of a traffic accident. The driver was later convicted and sentenced for the leaving-the-scene offense.",30-39y,Male,Middle,High school,"The summary provides no direct demographic information, so these are probabilistic estimates based on common patterns among drivers involved in serious traffic incidents and leaving-the-scene offenses. A male driver in the 30–39 age range with a high-school education and middle economic status is the most likely profile."
34059,"The suspect pleaded guilty to multiple offenses including domestic violence, aggravated menacing, menacing by stalking, and telecommunications harassment against a victim. The conduct included sending death-threat letters and electronic posts causing the victim to fear physical harm to themselves and family members, as well as making threatening telephone calls. These acts occurred on separate dates across March and April, involving distinct methods of threatening the victim.",30-39y,Male,Middle,High school,"The repeated, escalating domestic and stalking-related threats suggest an adult male offender; 30-39y is the most likely age range for this pattern. Economic status and education are not stated, so middle economic status and high school education are probabilistic estimates based on general offending patterns rather than case-specific evidence."
9559,"A supervised releasee with a history of alcohol-related crimes, on release following a methamphetamine conspiracy conviction, became frustrated with a partner and drank an entire bottle of liquor until blacking out. This led to a physical and verbal altercation with the partner, prompting a police response and arrest. In police custody, the suspect slipped handcuffs to the front, tried to damage the patrol car, and was pepper-sprayed; at the jail, the suspect flooded a cell, kicked the door, urinated on the floor, and threw feces. The suspect was subsequently charged with domestic battery and resisting arrest and had supervised release revoked.",30-39y,Male,Lower,High school,"The suspect is most likely an adult male based on the pattern of substance-related offending, domestic violence, resistance, and severe custodial misconduct. A lower economic status and high-school-level education are probabilistically associated with repeated justice-system involvement and substance-related criminal behavior, though neither is explicitly established."
29369,"The suspect committed multiple burglary and theft offenses in a county over several months. While later held in another jurisdiction on unrelated charges, the suspect was identified as a suspect in these offenses and, after being read Miranda rights, admitted involvement during a police interview. Arrest warrants were obtained but not executed for roughly three years, during which the suspect remained in custody for the unrelated matter before eventually being arrested and charged for these offenses.",25-29y,Male,Lower,High school,"The repeated burglary and theft pattern, involvement in unrelated criminal charges, and prolonged incarceration are most commonly associated with a young adult male with limited economic resources and a high-school-level education. These are probabilistic inferences rather than confirmed facts."
37229,"Over about a month, the suspect repeatedly assaulted a cohabiting romantic partner. Incidents included grabbing the victim by the throat and slamming their head into a garage door and concrete floor, striking the victim's head with a wooden board while threatening to kill them, hitting the victim's face and leg with a screwdriver, and later punching the victim in the face. Days after the final assault, the victim was hospitalized with a brain bleed requiring emergency surgery and a medically induced coma.",30-39y,Male,Lower,High school,"The repeated and escalating severe violence occurred within an intimate cohabiting relationship, a pattern statistically more commonly associated with adult male perpetrators. The sustained assaultive behavior and apparent access to household objects suggest an adult of working age; lower economic status and high-school-level education are probabilistic contextual estimates rather than established facts."
12866,"Following reports of an emaciated, lethargic dog with open wounds, animal control officers investigated, and the dog was later euthanized by the Humane Society. The dog's registered owner was charged with felony animal neglect/abandonment causing serious injury. The suspect pled no contest and was placed on probation, with a condition requiring reimbursement to the Humane Society for costs of pickup, removal, euthanasia, and necropsy of the animal.",30-39y,Male,Lower,High school,The suspect is the registered owner charged with serious animal neglect and abandonment. A middle-aged male with lower economic status and a high-school education is a cautious probabilistic estimate based on common patterns in animal-neglect cases and the apparent inability or unwillingness to provide adequate care; these characteristics are not explicitly confirmed in the summary.
32780,"Police responded to a reported domestic disturbance and were told by the suspect's spouse that the suspect was upstairs, had an outstanding arrest warrant, and kept a firearm in a black bag near the bed. The suspect had an active warrant and was arrested; officers did not immediately find the bag. Based on the spouse's statements, officers obtained a search warrant and found the bag hidden under carpet on the porch, containing drug paraphernalia and a pistol, leading to a felon-in-possession firearm charge.",30-39y,Male,Lower,High school,"The suspect is most likely male because the summary refers to the suspect as the spouse and describes a firearm and active warrant in a context statistically more commonly involving men. An age range of 30-39 is a reasonable estimate for an adult involved in domestic disturbance, warrant, and felony firearm conduct. The active warrant, firearm possession despite likely legal restrictions, and drug paraphernalia suggest lower socioeconomic circumstances and limited formal education, making Lower economic status and High school education the most likely categories."
41242,"While driving on a state highway around midday, the suspect crossed the center line and collided head-on with an oncoming vehicle carrying two occupants, both of whom suffered serious injuries requiring life-flight transport. A search of the suspect's vehicle revealed alcohol, and blood testing showed a blood alcohol content of 0.144. The suspect was later found guilty of two counts of aggravated vehicular assault and OVI after entering a no-contest plea.",30-39y,Male,Middle,High school,"The offense is most consistent with an adult male, reflecting the higher prevalence of serious impaired-driving offenses among men. The summary provides no direct indicators of socioeconomic or educational background, so middle economic status and a high-school education are the most typical probabilistic estimates for an adult OVI offender."
8948,"The defendant was arrested in connection with a fatal shooting after a victim was found pinned between a crashed vehicle and a house, having suffered gunshot wounds and blunt force trauma. During a videorecorded police interrogation, the defendant initially claimed the vehicle had been carjacked, but after being confronted with alleged surveillance footage and inconsistencies, invoked the right to counsel. Following a lengthy delay in which no attorney was secured, the defendant resumed talking to police and ultimately admitted to shooting the victim and striking them with a car, claiming self-defense.",25-29y,Male,Middle,High school,"The suspect is most likely an adult male based on the violent confrontation and vehicle-related circumstances. A young-to-middle-aged adult with a high-school-level education is the most probable profile for this type of felony case; absent direct financial indicators, middle economic status is the least speculative prediction."
3062,"A 14-year-old was fatally shot 15 times while walking with the suspect near a residence where the suspect's romantic partner lived. Surveillance video showed the suspect pause as if tying a shoe, then shoot the victim in the back as he walked ahead, continuing to fire as the victim lay on the ground before fleeing. An anonymous tip, cell phone location data, social media posts showing the suspect with a matching firearm, and post-shooting internet searches about the murder linked the suspect to the killing.The suspect and victim had communicated online, and the victim had recently been spending time with the suspect's partner.",19-24y,Male,Lower,High school,"The suspect appears most likely to be a young adult male involved in an apparent jealousy-related, targeted shooting. The online communications, social-media firearm posts, location evidence, and post-shooting searches suggest regular internet and smartphone access but do not establish a higher socioeconomic or educational background; given the likely young age, high school is the most probable educational level and lower economic status is a cautious contextual prediction."
473,"The suspect's child was found unresponsive in the carport with a single gunshot wound to the chest at the family home. The suspect told responding officers and detectives that the child had collapsed in the washroom and that the suspect left to seek help. Investigators found reports of prior disturbances between the suspect and a partner, who was confirmed via hotel receipt and security video to have been elsewhere at the time. The suspect was convicted of first-degree murder and using a firearm to commit the offense.",30-39y,Male,Middle,High school,"The suspect is an adult parent involved in a domestic household setting and convicted of a firearm-related first-degree murder. The circumstances and prior partner disturbances are somewhat more commonly associated with male adult offenders, while the available information does not indicate substantial financial resources or advanced education, making middle economic status and high-school education the most likely categories."
49952,"The defendant was indicted on multiple drug trafficking and possession charges occurring on separate dates in April and May, plus having weapons while under disability after being found with a firearm despite a prior felony drug conviction. A separate case charged additional weapons and drug possession offenses occurring later. The defendant pleaded guilty to amended charges including attempted aggravated trafficking, aggravated trafficking with money forfeiture, and having weapons while under disability with weapon forfeiture.",30-39y,Male,Lower,High school,"The repeated drug-trafficking activity, prior felony drug conviction, firearm possession while under disability, and weapon forfeiture suggest an adult male involved in persistent criminal activity. These circumstances most commonly align with lower economic status and a high-school-level education, although the summary does not establish these characteristics directly."
40931,"The suspect pleaded guilty to online solicitation of a minor and was placed on deferred adjudication community supervision. While on supervision, the suspect failed to comply with multiple conditions, including failing to register as a sex offender, leading to a new charge for that offense. The suspect later pleaded true to the supervision violations and guilty to the failure-to-register charge.",30-39y,Male,Middle,High school,"The offense pattern—online solicitation of a minor followed by repeated supervision violations and failure to register—is most commonly associated with an adult male. A 30-39 age range is a likely estimate for an adult capable of online offending and subject to sex-offender registration. No direct socioeconomic or educational information is provided, so middle economic status and a high-school education are probabilistic estimates based on general patterns rather than established facts."
12703,"The suspect pleaded guilty to transportation and possession of child pornography. Evidence showed the suspect participated in online chatrooms that required members to submit child pornography images in order to join and to receive additional such images from other participants, showing an implicit agreement to exchange the material for more child pornography. The suspect also had a separate prior state offense for sexual assault of a child. The suspect was sentenced to 360 months in prison.",30-39y,Male,Middle,High school,"The suspect is most likely an adult male, consistent with the demographic pattern of individuals prosecuted for child-exploitation offenses and the presence of a prior child sexual-assault conviction. A middle economic status and high-school educational level are cautious probabilistic estimates because the summary provides no direct socioeconomic or educational information."
52599,"A stolen flatbed truck was reported missing from a property after a shop was broken into and ransacked. A witness later found the truck broken down on a rural road with two people, one of whom was the defendant; both declined offers of help, gave a vague explanation, and later abandoned the vehicle. When police approached and drew weapons, the defendant fled into a snowy field, hiding until developing hypothermia. No evidence directly linked defendant to the theft itself or showed they recognized the truck as stolen.",19-24y,Male,Lower,High school,"The suspect was involved in abandoning a stolen or possibly knowingly misappropriated vehicle, gave a vague explanation, and fled from armed police, behaviors more commonly associated with a young adult male in a lower socioeconomic context. The circumstances provide no indication of advanced education, making high school the most likely educational category."
4763,"A hunter shot a mule deer while hunting near a state border, then claimed the deer wandered into the other state before dying and was field dressed there. Investigators found physical evidence including tracks, a kick-out spot, a suspected shooting location, and bullet fragments in the carcass all located in the other state, with no tracks indicating the deer crossed from the inital state. A rival hunting group heard a gunshot and observed the hunter and a guide field dressing the deer only minutes later at the spot where it had been seen bedded down in the other state. The hunter was convicted of wanton destruction of protected wildlife for illegally shooting the deer in the other state.",40-49y,Male,Middle,High school,"The suspect is explicitly described as a hunter and is most likely an adult male. The organized hunting activity and use of a guide suggest a middle-income individual, while the available facts do not indicate advanced education, making high school the most probable educational category."
49807,"During execution of a search warrant at a residence with an attached trailer, officers found a suspect inside the trailer and, upon searching it, discovered a rifle in plain view in the kitchen and a handgun hidden in a clothes hamper with nearby ammunition, along with mail addressed to the suspect. The suspect, a previously convicted felon, testified the trailer belonged to a relative, denied knowledge of the firearms, and claimed multiple people had access to the trailer.  A jury found the suspect guilty of felon-in-possession of a firearm as a habitual offender.  No fingerprint testing was conducted on the weapons.",30-39y,Male,Lower,High school,"The suspect is most likely male based on the firearm-possession and habitual-offender context. A prior felony conviction and habitual-offender finding suggest an adult in the 30–39 age range. Residence-based firearm possession and repeated involvement with the criminal justice system are more commonly associated with lower economic status, while no evidence indicates education beyond high school."
14397,"The suspect had been sexually trafficking and sexually assaulting a minor victim; after learning of a pending arrest warrant, the suspect fled, purchased disguises and an untraceable phone, and stated there would be ""no witness, no case."" The suspect returned, forced entry into the victim's family home using a fake pizza delivery, and shot the stepfather, while an accomplice shot and killed the suspect's intended target's family member and wounded two others, mistaking her for the intended victim. The suspect was identified by voice and sight by survivors and was later apprehended in disguise driving the vehicle used in the crime.",30-39y,Male,Lower,High school,"The suspect is most likely an adult male based on the described sexual trafficking, assault, planning, use of an accomplice, and direct participation in an armed home invasion. The apparent involvement in organized criminal activity and use of disguises and an untraceable phone suggest limited legitimate economic stability, making lower economic status the most likely category. A high-school-level education is the most probable prediction in the absence of evidence indicating college or advanced education."
13641,"During an altercation with a romantic partner, the suspect allegedly fired a gun inside a residence; a subsequent search recovered a pistol and a rifle. After arrest, the suspect admitted to possessing both firearms while knowing of a prior felony conviction and being prohibited from possessing firearms. The suspect also had a prior misdemeanor domestic battery conviction, leading to federal firearm-possession charges",30-39y,Male,Lower,High school,"The suspect is most likely male based on the domestic-violence firearm context and the prior felony and misdemeanor convictions. A 30-39y age range is the most plausible for someone with an established criminal record and prior romantic-partner violence. Lower economic status and a high-school education are probabilistic inferences associated with repeated justice-system involvement and firearm-related offending, though they are not explicitly confirmed."
21301,"After a romantic partner reported that the suspect had taken a gun and threatened suicide, the suspect discharged a firearm in a home garage, then armed with a pistol emerged shouting threats at responding deputies and hostile statements toward a detective. Deputies blocked the surrounding roadway and drew weapons; the suspect attempted suicide by shooting at their own head, causing the gun to misfire, then racked the slide to make it operable again. After being struck by a non-lethal beanbag round, the suspect ran back for the gun and was shot and apprehended by an officer using a rifle. The suspect, who was under a legal disability barring firearm possession, was convicted of having weapons while under disability and inducing panic due to the public roadway disruption caused by the standoff.",30-39y,Male,Middle,High school,The suspect is most likely an adult male based on patterns in firearm-related domestic standoffs and the use of masculine references in the summary. A middle economic status and high-school-level education are the most likely broad demographic estimates in the absence of specific socioeconomic or educational information.
43568,"Following a prior altercation and a court-ordered no-contact provision, the suspect repeatedly drove by and lingered near the victims' home, prompting 911 calls, and later fired gunshots near their property. When deputies located the suspect in a parked truck, the suspect pointed a revolver at an officer's face after being addressed, only lowering it after repeated commands, then physically resisted arrest, and was found with alcohol in the vehicle.",30-39y,Male,Lower,High school,"The conduct suggests an adult male involved in an escalating interpersonal dispute, repeated protective-order violations, firearm use, intoxication, and resistance to authority. These patterns are more commonly associated with a working-age adult, likely with a high-school-level education and lower economic status, though these are probabilistic inferences rather than confirmed facts."
39746,"After an argument with their adult daughter, the suspect drove a pickup truck into her, then fled when police arrived and led officers on a high-speed chase while brandishing a shotgun and rifle out the window. During the pursuit the suspect fired the shotgun toward officers who had deployed tire-deflation devices, was struck by return gunfire, and then crashed into two parked police cruisers, seriously injuring an officer inside one vehicle. Methamphetamine was also found in the suspect's truck after the crash.",40-49y,Male,Lower,High school,"The suspect has an adult daughter, suggesting a middle-aged or older adult; the violent confrontation, firearm use, high-speed pursuit, and methamphetamine possession make a male suspect statistically more likely. The drug involvement and severe, impulsive criminal conduct are more commonly associated with lower socioeconomic circumstances and a high-school-level educational background."
51059,"The suspect, a self-styled inventor of medical treatments, defrauded a business associate out of hundreds of thousands of dollars through falsified financial documents and impersonation. When the victim threatened to report this fraud to authorities while the suspect was negotiating a lucrative corporate merger based on fabricated scientific credentials, the suspect paid hush money and then arranged a murder-for-hire, hiring intermediaries who hired a hitman who abducted and killed the victim. Days later the merger closed, securing the suspect substantial company shares; the scheme was uncovered years later upon the suspect's arrest and eventual conviction for murder-for-hire and related conspiracy charges.
",50+y,Male,Upper,Above Bachelor's,"The suspect is most likely an older male executive or entrepreneur with advanced or claimed scientific credentials, substantial financial sophistication, and access to significant wealth through a corporate merger. The elaborate fraud, impersonation, use of intermediaries, and murder-for-hire arrangement suggest an established, well-resourced individual rather than a young or economically disadvantaged offender."
45034,"Police responded to a domestic disturbance call reporting that a person involved had access to a firearm and a history of mental illness. Officers located the suspect at the residence, and the suspect's parents led an officer to the suspect's bedroom, where a rifle and two boxes of ammunition were found. The suspect acknowledged owning the rifle, which had been purchased previously, though it was not in physical possession at the time. The suspect was under a disability related to prior mental health commitment or adjudication that legally prohibited firearm possession.",25-29y,Male,Middle,High school,"The primary suspect is most likely a young adult male, consistent with the domestic firearm-related incident and the parents' involvement at the residence. A middle economic status is the most likely broad estimate because the summary provides no indicators of substantial financial hardship or wealth. High school is selected as the most probable educational category given the limited background information and the suspect's apparent young-adult status."
23025,"After drinking at bars, the suspect drove a truck the wrong way on an interstate around 2:00 a.m. and collided head-on with another vehicle, killing one passenger and seriously injuring another. A blood sample taken pursuant to warrant showed a blood alcohol concentration of 0.191. The suspect argued the sample was unreliable due to a manufacturer recall of defective test tubes, but evidence showed the tube used contained proper anticoagulant powder.",25-29y,Male,Middle,High school,"The offense involves severe alcohol-impaired driving after drinking at bars, a pattern statistically more common among young adult men. Driving a truck and the available circumstances suggest a likely working- or middle-income background, while no evidence indicates advanced education; high school is therefore the most likely prediction."
20241,"The suspect stabbed a roommate to death, inflicting twelve wounds to the face, head, and neck, then left the body wrapped in a knotted sheet in a nearby alley. The suspect left town for the weekend, missing scheduled work shifts, and gave police false and inconsistent accounts of their whereabouts that were contradicted by bus schedules, work records, and banking transactions. Investigators found extensive blood stains in the shared apartment and the suspect's DNA on the sheet wrapping the victim's body.",25-29y,Male,Lower,High school,"The repeated stabbing, concealment, flight, and deceptive accounts suggest an adult male offender involved in a severe interpersonal homicide. Shared housing, missed low-flexibility work shifts, and reliance on bus transportation are more consistent with lower economic status. With no education details available, high school is the most likely category for a general adult-crime profile."
47397,"The suspect was indicted for family violence aggravated battery after fracturing the victim's ankle, family violence aggravated assault, hindering an emergency telephone call, and criminal damage to property for breaking the victim's iPhone during an altercation. The suspect pleaded guilty only to the criminal damage to property charge, while the other charges were dismissed as part of a negotiated plea agreement. The victim testified about the broken iPhone and the medical expenses incurred from the fractured ankle.",25-29y,Male,Lower,High school,"The summary does not state these characteristics, so they are probabilistic estimates. The intimate-partner violence context and physical/property aggression are more commonly associated with a young-to-middle-aged male suspect; the economic and educational categories reflect the most likely profile in comparable criminal cases, though the plea agreement provides no direct evidence about either characteristic."
42748,"The suspect's spouse died from a single gunshot wound to the neck at their shared residence after the suspect delayed hours before contacting authorities, initially telling family members the spouse had shot themself. When law enforcement arrived, the suspect gave inconsistent accounts, eventually admitting to holding the gun with a finger on the trigger while the spouse reached for it, and prior emails documented a history of physical abuse between them.",30-39y,Male,Middle,High school,"The circumstances suggest an adult male primary suspect involved in intimate-partner violence, with a firearm, delayed reporting, and inconsistent explanations. No specific socioeconomic or educational details are provided, so middle economic status and high-school education are probabilistic estimates based on general patterns rather than confirmed facts."
